"extension","instruction form","class","level0","level1","level2"
"avx512dq","VCVTTPS2UQQ mem, K, X","turbo0","1161803706","0","0"
"avx512dq","VCVTTPS2UQQ mem, K, Y","turbo1","4142925","1158558759","0"
"avx512dq","VCVTTPS2UQQ mem, K, Z","turbo1","3885525","1199479653","0"
"avx512f","VCVTTSD2SI X, reg","turbo0","1101563329","0","0"
"avx512f","VCVTTSD2USIL X, reg","turbo1","0","90952564","0"
"avx512f","VCVTTSD2USIL mem, reg","turbo0","1123526664","0","0"
"avx512f","VCVTTSD2USIQ X, reg","turbo0","1113169547","0","0"
"avx512f","VCVTTSD2USIQ mem, reg","turbo0","1123293157","0","0"
"avx512f","VCVTTSS2SI X, reg","turbo1","0","95883071","0"
"avx512f","VCVTTSS2SIQ X, reg","turbo0","1115249987","0","0"
"avx512f","VCVTTSS2USIL X, reg","turbo1","0","91722938","0"
"avx512f","VCVTTSS2USIL mem, reg","turbo1","0","91646158","0"
"avx512f","VCVTTSS2USIQ X, reg","turbo0","1126684971","0","0"
"avx512f","VCVTTSS2USIQ mem, reg","turbo0","1123271923","0","0"
"avx512f","VCVTUDQ2PD X, K, X","turbo0","1222324657","0","0"
"avx512f","VCVTUDQ2PD X, K, Y","turbo0","1366445546","0","0"
"avx512f","VCVTUDQ2PD Y, K, Z","turbo1","4204785","1218324067","0"
"avx512f","VCVTUDQ2PD mem, K, X","turbo0","1320365115","0","0"
"avx512f","VCVTUDQ2PD mem, K, Y","turbo0","1320124776","0","0"
"avx512f","VCVTUDQ2PD mem, K, Z","turbo1","4478754","1300947838","0"
"avx512f","VCVTUDQ2PS X, K, X","turbo0","1223093823","0","0"
"avx512f","VCVTUDQ2PS Y, K, Y","turbo0","1222598678","0","0"
"avx512f","VCVTUDQ2PS Z, K, Z","turbo2","4235578","44597","1118564131"
"avx512f","VCVTUDQ2PS mem, K, X","turbo0","1319676847","0","0"
"avx512f","VCVTUDQ2PS mem, K, Y","turbo0","1319995074","0","0"
"avx512f","VCVTUDQ2PS mem, K, Z","turbo1","4188694","1189524279","0"
"avx512dq","VCVTUQQ2PD X, K, X","turbo0","1142359619","0","0"
"avx512dq","VCVTUQQ2PD Y, K, Y","turbo1","4277474","1138153598","0"
"avx512dq","VCVTUQQ2PD Z, K, Z","turbo2","4539550","39974","1124881274"
"avx512dq","VCVTUQQ2PD mem, K, X","turbo0","1162000729","0","0"
"avx512dq","VCVTUQQ2PD mem, K, Y","turbo1","4075070","1158793196","0"
"avx512dq","VCVTUQQ2PD mem, K, Z","turbo1","5325224","1189506922","0"
"avx512dq","VCVTUQQ2PS Z, K, Y","turbo2","4179025","50554","1130497639"
"avx512dq","VCVTUQQ2PS mem, K, Y","turbo2","4173439","40687","1168953415"
"avx512dq","VCVTUQQ2PSX X, K, X","turbo0","1157343784","0","0"
"avx512dq","VCVTUQQ2PSX mem, K, X","turbo0","1133785817","0","0"
"avx512dq","VCVTUQQ2PSY Y, K, X","turbo1","4539219","1155328826","0"
"avx512dq","VCVTUQQ2PSY mem, K, X","turbo1","4110446","1134275799","0"
"avx512f","VCVTUSI2SDL mem, X, X","turbo0","1088440412","0","0"
"avx512f","VCVTUSI2SDL reg, X, X","turbo0","1109053120","0","0"
"avx512f","VCVTUSI2SDQ mem, X, X","turbo0","1089115825","0","0"
"avx512f","VCVTUSI2SDQ reg, X, X","turbo0","1121458712","0","0"
"avx512f","VCVTUSI2SSL mem, X, X","turbo0","1088661664","0","0"
"avx512f","VCVTUSI2SSL reg, X, X","turbo0","1121441955","0","0"
"avx512f","VCVTUSI2SSQ mem, X, X","turbo0","1103924138","0","0"
"avx512f","VCVTUSI2SSQ reg, X, X","turbo0","1189545785","0","0"
"avx512bw","VDBPSADBW imm, X, X, K, X","turbo0","1265281736","0","0"
"avx512bw","VDBPSADBW imm, Y, Y, K, Y","turbo0","1265278070","0","0"
"avx512bw","VDBPSADBW imm, Z, Z, K, Z","turbo1","4420372","1251620782","0"
"avx512bw","VDBPSADBW imm, mem, X, K, X","turbo0","1373407567","0","0"
"avx512bw","VDBPSADBW imm, mem, Y, K, Y","turbo0","1373759650","0","0"
"avx512bw","VDBPSADBW imm, mem, Z, K, Z","turbo1","4203768","1268746551","0"
"avx512f","VDIVPD X, X, K, X","turbo0","1672113929","0","0"
"avx512f","VDIVPD Y, Y, K, Y","turbo0","1671153581","0","0"
"avx512f","VDIVPD Z, Z, K, Z","turbo1","4682944","2556753963","0"
"avx512f","VDIVPD mem, X, K, X","turbo0","1925012286","0","0"
"avx512f","VDIVPD mem, Y, K, Y","turbo0","1927400745","0","0"
"avx512f","VDIVPD mem, Z, K, Z","turbo1","5074403","2576364123","0"
"avx512f","VDIVPS X, X, K, X","turbo0","1570910306","0","0"
"avx512f","VDIVPS Y, Y, K, Y","turbo0","1570952639","0","0"
"avx512f","VDIVPS Z, Z, K, Z","turbo1","4568577","1989786483","0"
"avx512f","VDIVPS mem, X, K, X","turbo0","1785684886","0","0"
"avx512f","VDIVPS mem, Y, K, Y","turbo0","1788028149","0","0"
"avx512f","VDIVPS mem, Z, K, Z","turbo1","4542340","2000976683","0"
"avx512f","VDIVSD X, X, K, X","turbo0","1466155081","0","0"
"avx512f","VDIVSD mem, X, K, X","turbo0","1925308563","0","0"
"avx512f","VDIVSS X, X, K, X","turbo0","1395720045","0","0"
"avx512f","VDIVSS mem, X, K, X","turbo0","1786049862","0","0"
"avx512f","VEXPANDPD X, K, X","turbo0","1172774745","0","0"
"avx512f","VEXPANDPD Y, K, Y","turbo0","1173012968","0","0"
"avx512f","VEXPANDPD Z, K, Z","turbo1","5285371","1179810627","0"
"avx512f","VEXPANDPD mem, K, X","turbo0","1234896188","0","0"
"avx512f","VEXPANDPD mem, K, Y","turbo0","1235665945","0","0"
"avx512f","VEXPANDPD mem, K, Z","turbo1","4236778","1180444372","0"
"avx512f","VEXPANDPS X, K, X","turbo0","1172947565","0","0"
"avx512f","VEXPANDPS Y, K, Y","turbo0","1173003267","0","0"
"avx512f","VEXPANDPS Z, K, Z","turbo1","4275759","1179922102","0"
"avx512f","VEXPANDPS mem, K, X","turbo0","1234773720","0","0"
"avx512f","VEXPANDPS mem, K, Y","turbo0","1235301088","0","0"
"avx512f","VEXPANDPS mem, K, Z","turbo1","4373899","1180272021","0"
"avx512f","VEXTRACTF32X4 imm, Y, K, X","turbo0","1166983554","0","0"
"avx512f","VEXTRACTF32X4 imm, Y, K, mem","turbo0","1124149481","0","0"
"avx512f","VEXTRACTF32X4 imm, Z, K, X","turbo1","4404632","1214600207","0"
"avx512f","VEXTRACTF32X4 imm, Z, K, mem","turbo1","4171064","1131472627","0"
"avx512dq","VEXTRACTF32X8 imm, Z, K, Y","turbo1","5014429","1107527139","0"
"avx512dq","VEXTRACTF32X8 imm, Z, K, mem","turbo1","4271244","1131748338","0"
"avx512dq","VEXTRACTF64X2 imm, Y, K, X","turbo0","1110636353","0","0"
"avx512dq","VEXTRACTF64X2 imm, Y, K, mem","turbo0","1146284402","0","0"
"avx512dq","VEXTRACTF64X2 imm, Z, K, X","turbo1","4577763","1107549509","0"
"avx512dq","VEXTRACTF64X2 imm, Z, K, mem","turbo1","4232963","1131976203","0"
"avx512f","VEXTRACTF64X4 imm, Z, K, Y","turbo1","4132056","1214496904","0"
"avx512f","VEXTRACTF64X4 imm, Z, K, mem","turbo1","4145258","1131661166","0"
"avx512f","VEXTRACTI32X4 imm, Y, K, X","turbo0","1167111449","0","0"
"avx512f","VEXTRACTI32X4 imm, Y, K, mem","turbo0","1123977592","0","0"
"avx512f","VEXTRACTI32X4 imm, Z, K, X","turbo1","4337217","1214599803","0"
"avx512f","VEXTRACTI32X4 imm, Z, K, mem","turbo1","4564881","1131432973","0"
"avx512dq","VEXTRACTI32X8 imm, Z, K, Y","turbo1","4360349","1107354279","0"
"avx512dq","VEXTRACTI32X8 imm, Z, K, mem","turbo1","4279339","1131863971","0"
"avx512dq","VEXTRACTI64X2 imm, Y, K, X","turbo0","1130337021","0","0"
"avx512dq","VEXTRACTI64X2 imm, Y, K, mem","turbo0","1147124642","0","0"
"avx512dq","VEXTRACTI64X2 imm, Z, K, X","turbo1","4193610","1107550751","0"
"avx512dq","VEXTRACTI64X2 imm, Z, K, mem","turbo1","4192809","1131994962","0"
"avx512f","VEXTRACTI64X4 imm, Z, K, Y","turbo1","5263356","1214903006","0"
"avx512f","VEXTRACTI64X4 imm, Z, K, mem","turbo1","4169875","1131063936","0"
"avx512f","VFIXUPIMMPD imm, X, X, K, X","turbo0","1222629303","0","0"
"avx512f","VFIXUPIMMPD imm, Y, Y, K, Y","turbo0","1221768443","0","0"
"avx512f","VFIXUPIMMPD imm, Z, Z, K, Z","turbo2","4089116","48668","1120085097"
"avx512f","VFIXUPIMMPD imm, mem, X, K, X","turbo0","1310096739","0","0"
"avx512f","VFIXUPIMMPD imm, mem, Y, K, Y","turbo0","1310224985","0","0"
"avx512f","VFIXUPIMMPD imm, mem, Z, K, Z","turbo1","5183041","1224636313","0"
"avx512f","VFIXUPIMMPS imm, X, X, K, X","turbo0","1222297068","0","0"
"avx512f","VFIXUPIMMPS imm, Y, Y, K, Y","turbo0","1222283567","0","0"
"avx512f","VFIXUPIMMPS imm, Z, Z, K, Z","turbo2","4288185","42297","1148079823"
"avx512f","VFIXUPIMMPS imm, mem, X, K, X","turbo0","1310118394","0","0"
"avx512f","VFIXUPIMMPS imm, mem, Y, K, Y","turbo0","1310545160","0","0"
"avx512f","VFIXUPIMMPS imm, mem, Z, K, Z","turbo1","4125719","1224010921","0"
"avx512f","VFIXUPIMMSD imm, X, X, K, X","turbo0","1160418644","0","0"
"avx512f","VFIXUPIMMSD imm, mem, X, K, X","turbo0","1310013300","0","0"
"avx512f","VFIXUPIMMSS imm, X, X, K, X","turbo0","1159856134","0","0"
"avx512f","VFIXUPIMMSS imm, mem, X, K, X","turbo0","1309361864","0","0"
"avx512f","VFMADD132PD X, X, K, X","turbo0","1222787141","0","0"
"avx512f","VFMADD132PD Y, Y, K, Y","turbo0","1223088212","0","0"
"avx512f","VFMADD132PD Z, Z, K, Z","turbo2","4247506","41883","1149341952"
"avx512f","VFMADD132PD mem, X, K, X","turbo0","1319766988","0","0"
"avx512f","VFMADD132PD mem, Y, K, Y","turbo0","1319956546","0","0"
"avx512f","VFMADD132PD mem, Z, K, Z","turbo1","4398943","1224278415","0"
"avx512f","VFMADD132PS X, X, K, X","turbo0","1222852382","0","0"
"avx512f","VFMADD132PS Y, Y, K, Y","turbo0","1222741939","0","0"
"avx512f","VFMADD132PS Z, Z, K, Z","turbo2","4303631","48047","1119625170"
"avx512f","VFMADD132PS mem, X, K, X","turbo0","1319850089","0","0"
"avx512f","VFMADD132PS mem, Y, K, Y","turbo0","1320279890","0","0"
"avx512f","VFMADD132PS mem, Z, K, Z","turbo1","4154125","1224500659","0"
"avx512f","VFMADD132SD X, X, K, X","turbo0","1160265104","0","0"
"avx512f","VFMADD132SD mem, X, K, X","turbo0","1319725516","0","0"
"avx512f","VFMADD132SS X, X, K, X","turbo0","1295009704","0","0"
"avx512f","VFMADD132SS mem, X, K, X","turbo0","1320821239","0","0"
"avx512f","VFMADD213PD X, X, K, X","turbo0","1222514105","0","0"
"avx512f","VFMADD213PD Y, Y, K, Y","turbo0","1223060551","0","0"
"avx512f","VFMADD213PD Z, Z, K, Z","turbo2","4480691","44758","1128937302"
"avx512f","VFMADD213PD mem, X, K, X","turbo0","1319924831","0","0"
"avx512f","VFMADD213PD mem, Y, K, Y","turbo0","1320345447","0","0"
"avx512f","VFMADD213PD mem, Z, K, Z","turbo1","4169601","1224261055","0"
"avx512f","VFMADD213PS X, X, K, X","turbo0","1222718679","0","0"
"avx512f","VFMADD213PS Y, Y, K, Y","turbo0","1222641842","0","0"
"avx512f","VFMADD213PS Z, Z, K, Z","turbo2","4371426","39928","1207995586"
"avx512f","VFMADD213PS mem, X, K, X","turbo0","1319611797","0","0"
"avx512f","VFMADD213PS mem, Y, K, Y","turbo0","1320355414","0","0"
"avx512f","VFMADD213PS mem, Z, K, Z","turbo1","4259152","1224291006","0"
"avx512f","VFMADD213SD X, X, K, X","turbo0","1160587131","0","0"
"avx512f","VFMADD213SD mem, X, K, X","turbo0","1319531906","0","0"
"avx512f","VFMADD213SS X, X, K, X","turbo0","1160214857","0","0"
"avx512f","VFMADD213SS mem, X, K, X","turbo0","1320193944","0","0"
"avx512f","VFMADD231PD X, X, K, X","turbo0","1222552859","0","0"
"avx512f","VFMADD231PD Y, Y, K, Y","turbo0","1223026493","0","0"
"avx512f","VFMADD231PD Z, Z, K, Z","turbo2","4330240","39445","1140235208"
"avx512f","VFMADD231PD mem, X, K, X","turbo0","1320073298","0","0"
"avx512f","VFMADD231PD mem, Y, K, Y","turbo0","1320924957","0","0"
"avx512f","VFMADD231PD mem, Z, K, Z","turbo1","5113842","1223609640","0"
"avx512f","VFMADD231PS X, X, K, X","turbo0","1223461899","0","0"
"avx512f","VFMADD231PS Y, Y, K, Y","turbo0","1223895047","0","0"
"avx512f","VFMADD231PS Z, Z, K, Z","turbo2","4595912","44620","1119701547"
"avx512f","VFMADD231PS mem, X, K, X","turbo0","1319957529","0","0"
"avx512f","VFMADD231PS mem, Y, K, Y","turbo0","1319659143","0","0"
"avx512f","VFMADD231PS mem, Z, K, Z","turbo1","4202948","1224285064","0"
"avx512f","VFMADD231SD X, X, K, X","turbo0","1160504989","0","0"
"avx512f","VFMADD231SD mem, X, K, X","turbo0","1319916500","0","0"
"avx512f","VFMADD231SS X, X, K, X","turbo0","1160582351","0","0"
"avx512f","VFMADD231SS mem, X, K, X","turbo0","1319892753","0","0"
"avx512f","VFMADDSUB132PD X, X, K, X","turbo0","1222973576","0","0"
"avx512f","VFMADDSUB132PD Y, Y, K, Y","turbo0","1223752024","0","0"
"avx512f","VFMADDSUB132PD Z, Z, K, Z","turbo2","4545535","44482","1153293556"
"avx512f","VFMADDSUB132PD mem, X, K, X","turbo0","1319782329","0","0"
"avx512f","VFMADDSUB132PD mem, Y, K, Y","turbo0","1319740958","0","0"
"avx512f","VFMADDSUB132PD mem, Z, K, Z","turbo1","4297009","1224171570","0"
"avx512f","VFMADDSUB132PS X, X, K, X","turbo0","1223173636","0","0"
"avx512f","VFMADDSUB132PS Y, Y, K, Y","turbo0","1223436126","0","0"
"avx512f","VFMADDSUB132PS Z, Z, K, Z","turbo2","4257396","44735","1128122701"
"avx512f","VFMADDSUB132PS mem, X, K, X","turbo0","1319802569","0","0"
"avx512f","VFMADDSUB132PS mem, Y, K, Y","turbo0","1319977551","0","0"
"avx512f","VFMADDSUB132PS mem, Z, K, Z","turbo1","4328961","1233008782","0"
"avx512f","VFMADDSUB213PD X, X, K, X","turbo0","1223647170","0","0"
"avx512f","VFMADDSUB213PD Y, Y, K, Y","turbo0","1222988580","0","0"
"avx512f","VFMADDSUB213PD Z, Z, K, Z","turbo1","4309536","1170834407","0"
"avx512f","VFMADDSUB213PD mem, X, K, X","turbo0","1320136985","0","0"
"avx512f","VFMADDSUB213PD mem, Y, K, Y","turbo0","1320958354","0","0"
"avx512f","VFMADDSUB213PD mem, Z, K, Z","turbo1","4356851","1224257886","0"
"avx512f","VFMADDSUB213PS X, X, K, X","turbo0","1223354128","0","0"
"avx512f","VFMADDSUB213PS Y, Y, K, Y","turbo0","1222791485","0","0"
"avx512f","VFMADDSUB213PS Z, Z, K, Z","turbo2","4148725","44988","1138223942"
"avx512f","VFMADDSUB213PS mem, X, K, X","turbo0","1319816284","0","0"
"avx512f","VFMADDSUB213PS mem, Y, K, Y","turbo0","1320320678","0","0"
"avx512f","VFMADDSUB213PS mem, Z, K, Z","turbo1","4475362","1248175559","0"
"avx512f","VFMADDSUB231PD X, X, K, X","turbo0","1223439551","0","0"
"avx512f","VFMADDSUB231PD Y, Y, K, Y","turbo0","1222768503","0","0"
"avx512f","VFMADDSUB231PD Z, Z, K, Z","turbo1","4109129","1184799800","0"
"avx512f","VFMADDSUB231PD mem, X, K, X","turbo0","1319494906","0","0"
"avx512f","VFMADDSUB231PD mem, Y, K, Y","turbo0","1319904937","0","0"
"avx512f","VFMADDSUB231PD mem, Z, K, Z","turbo1","4228724","1224290693","0"
"avx512f","VFMADDSUB231PS X, X, K, X","turbo0","1222599968","0","0"
"avx512f","VFMADDSUB231PS Y, Y, K, Y","turbo0","1223315318","0","0"
"avx512f","VFMADDSUB231PS Z, Z, K, Z","turbo2","4279341","44620","1123245373"
"avx512f","VFMADDSUB231PS mem, X, K, X","turbo0","1319658439","0","0"
"avx512f","VFMADDSUB231PS mem, Y, K, Y","turbo0","1319687737","0","0"
"avx512f","VFMADDSUB231PS mem, Z, K, Z","turbo1","4347639","1224221323","0"
"avx512f","VFMSUB132PD X, X, K, X","turbo0","1222993473","0","0"
"avx512f","VFMSUB132PD Y, Y, K, Y","turbo0","1222747541","0","0"
"avx512f","VFMSUB132PD Z, Z, K, Z","turbo2","4322115","44804","1119856297"
"avx512f","VFMSUB132PD mem, X, K, X","turbo0","1319542487","0","0"
"avx512f","VFMSUB132PD mem, Y, K, Y","turbo0","1320800479","0","0"
"avx512f","VFMSUB132PD mem, Z, K, Z","turbo1","4036685","1223700521","0"
"avx512f","VFMSUB132PS X, X, K, X","turbo0","1223131100","0","0"
"avx512f","VFMSUB132PS Y, Y, K, Y","turbo0","1222714589","0","0"
"avx512f","VFMSUB132PS Z, Z, K, Z","turbo2","4344484","40135","1205599327"
"avx512f","VFMSUB132PS mem, X, K, X","turbo0","1319658109","0","0"
"avx512f","VFMSUB132PS mem, Y, K, Y","turbo0","1319748093","0","0"
"avx512f","VFMSUB132PS mem, Z, K, Z","turbo1","4642473","1224223338","0"
"avx512f","VFMSUB132SD X, X, K, X","turbo0","1160548764","0","0"
"avx512f","VFMSUB132SD mem, X, K, X","turbo0","1320253221","0","0"
"avx512f","VFMSUB132SS X, X, K, X","turbo0","1160405548","0","0"
"avx512f","VFMSUB132SS mem, X, K, X","turbo0","1320220606","0","0"
"avx512f","VFMSUB213PD X, X, K, X","turbo0","1222630897","0","0"
"avx512f","VFMSUB213PD Y, Y, K, Y","turbo0","1223047887","0","0"
"avx512f","VFMSUB213PD Z, Z, K, Z","turbo2","4157015","44689","1119759878"
"avx512f","VFMSUB213PD mem, X, K, X","turbo0","1319936444","0","0"
"avx512f","VFMSUB213PD mem, Y, K, Y","turbo0","1320073493","0","0"
"avx512f","VFMSUB213PD mem, Z, K, Z","turbo1","4208018","1224145330","0"
"avx512f","VFMSUB213PS X, X, K, X","turbo0","1222790578","0","0"
"avx512f","VFMSUB213PS Y, Y, K, Y","turbo0","1223084409","0","0"
"avx512f","VFMSUB213PS Z, Z, K, Z","turbo2","4591773","44597","1147975912"
"avx512f","VFMSUB213PS mem, X, K, X","turbo0","1319631687","0","0"
"avx512f","VFMSUB213PS mem, Y, K, Y","turbo0","1320135219","0","0"
"avx512f","VFMSUB213PS mem, Z, K, Z","turbo1","4216673","1224247322","0"
"avx512f","VFMSUB213SD X, X, K, X","turbo0","1160331720","0","0"
"avx512f","VFMSUB213SD mem, X, K, X","turbo0","1319891738","0","0"
"avx512f","VFMSUB213SS X, X, K, X","turbo0","1160171907","0","0"
"avx512f","VFMSUB213SS mem, X, K, X","turbo0","1319621032","0","0"
"avx512f","VFMSUB231PD X, X, K, X","turbo0","1222950462","0","0"
"avx512f","VFMSUB231PD Y, Y, K, Y","turbo0","1223055818","0","0"
"avx512f","VFMSUB231PD Z, Z, K, Z","turbo2","4262849","39859","1149402523"
"avx512f","VFMSUB231PD mem, X, K, X","turbo0","1319710054","0","0"
"avx512f","VFMSUB231PD mem, Y, K, Y","turbo0","1320071212","0","0"
"avx512f","VFMSUB231PD mem, Z, K, Z","turbo1","5613935","1224133682","0"
"avx512f","VFMSUB231PS X, X, K, X","turbo0","1223075624","0","0"
"avx512f","VFMSUB231PS Y, Y, K, Y","turbo0","1223291693","0","0"
"avx512f","VFMSUB231PS Z, Z, K, Z","turbo2","4190410","42389","1119683155"
"avx512f","VFMSUB231PS mem, X, K, X","turbo0","1319766561","0","0"
"avx512f","VFMSUB231PS mem, Y, K, Y","turbo0","1320345091","0","0"
"avx512f","VFMSUB231PS mem, Z, K, Z","turbo1","4269003","1224137311","0"
"avx512f","VFMSUB231SD X, X, K, X","turbo0","1160733761","0","0"
"avx512f","VFMSUB231SD mem, X, K, X","turbo0","1321070678","0","0"
"avx512f","VFMSUB231SS X, X, K, X","turbo0","1161648534","0","0"
"avx512f","VFMSUB231SS mem, X, K, X","turbo0","1320697062","0","0"
"avx512f","VFMSUBADD132PD X, X, K, X","turbo0","1223075302","0","0"
"avx512f","VFMSUBADD132PD Y, Y, K, Y","turbo0","1222729402","0","0"
"avx512f","VFMSUBADD132PD Z, Z, K, Z","turbo2","4434735","47564","1128934284"
"avx512f","VFMSUBADD132PD mem, X, K, X","turbo0","1319814619","0","0"
"avx512f","VFMSUBADD132PD mem, Y, K, Y","turbo0","1319809506","0","0"
"avx512f","VFMSUBADD132PD mem, Z, K, Z","turbo1","4714799","1224220436","0"
"avx512f","VFMSUBADD132PS X, X, K, X","turbo0","1222602921","0","0"
"avx512f","VFMSUBADD132PS Y, Y, K, Y","turbo0","1223117973","0","0"
"avx512f","VFMSUBADD132PS Z, Z, K, Z","turbo2","4355833","42297","1208042007"
"avx512f","VFMSUBADD132PS mem, X, K, X","turbo0","1319859066","0","0"
"avx512f","VFMSUBADD132PS mem, Y, K, Y","turbo0","1320086333","0","0"
"avx512f","VFMSUBADD132PS mem, Z, K, Z","turbo1","4230195","1224554599","0"
"avx512f","VFMSUBADD213PD X, X, K, X","turbo0","1222728385","0","0"
"avx512f","VFMSUBADD213PD Y, Y, K, Y","turbo0","1222874485","0","0"
"avx512f","VFMSUBADD213PD Z, Z, K, Z","turbo2","4504430","41906","1140167943"
"avx512f","VFMSUBADD213PD mem, X, K, X","turbo0","1319987790","0","0"
"avx512f","VFMSUBADD213PD mem, Y, K, Y","turbo0","1320158319","0","0"
"avx512f","VFMSUBADD213PD mem, Z, K, Z","turbo1","4267522","1223688519","0"
"avx512f","VFMSUBADD213PS X, X, K, X","turbo0","1223098532","0","0"
"avx512f","VFMSUBADD213PS Y, Y, K, Y","turbo0","1222445079","0","0"
"avx512f","VFMSUBADD213PS Z, Z, K, Z","turbo2","4214931","39767","1119674492"
"avx512f","VFMSUBADD213PS mem, X, K, X","turbo0","1319693387","0","0"
"avx512f","VFMSUBADD213PS mem, Y, K, Y","turbo0","1320017843","0","0"
"avx512f","VFMSUBADD213PS mem, Z, K, Z","turbo1","4308877","1224313530","0"
"avx512f","VFMSUBADD231PD X, X, K, X","turbo0","1222802106","0","0"
"avx512f","VFMSUBADD231PD Y, Y, K, Y","turbo0","1223049351","0","0"
"avx512f","VFMSUBADD231PD Z, Z, K, Z","turbo2","4107605","41745","1153412343"
"avx512f","VFMSUBADD231PD mem, X, K, X","turbo0","1319531966","0","0"
"avx512f","VFMSUBADD231PD mem, Y, K, Y","turbo0","1319836422","0","0"
"avx512f","VFMSUBADD231PD mem, Z, K, Z","turbo1","4198514","1224561705","0"
"avx512f","VFMSUBADD231PS X, X, K, X","turbo0","1222779267","0","0"
"avx512f","VFMSUBADD231PS Y, Y, K, Y","turbo0","1222936275","0","0"
"avx512f","VFMSUBADD231PS Z, Z, K, Z","turbo2","4490568","44735","1128494577"
"avx512f","VFMSUBADD231PS mem, X, K, X","turbo0","1320143382","0","0"
"avx512f","VFMSUBADD231PS mem, Y, K, Y","turbo0","1320207784","0","0"
"avx512f","VFMSUBADD231PS mem, Z, K, Z","turbo1","4544156","1233053678","0"
"avx512f","VFNMADD132PD X, X, K, X","turbo0","1222793601","0","0"
"avx512f","VFNMADD132PD Y, Y, K, Y","turbo0","1222882165","0","0"
"avx512f","VFNMADD132PD Z, Z, K, Z","turbo1","3955251","1170639893","0"
"avx512f","VFNMADD132PD mem, X, K, X","turbo0","1319797730","0","0"
"avx512f","VFNMADD132PD mem, Y, K, Y","turbo0","1320046348","0","0"
"avx512f","VFNMADD132PD mem, Z, K, Z","turbo1","4295197","1224320606","0"
"avx512f","VFNMADD132PS X, X, K, X","turbo0","1222834256","0","0"
"avx512f","VFNMADD132PS Y, Y, K, Y","turbo0","1222745490","0","0"
"avx512f","VFNMADD132PS Z, Z, K, Z","turbo2","4271617","45172","1138368072"
"avx512f","VFNMADD132PS mem, X, K, X","turbo0","1319676581","0","0"
"avx512f","VFNMADD132PS mem, Y, K, Y","turbo0","1320179636","0","0"
"avx512f","VFNMADD132PS mem, Z, K, Z","turbo1","4235123","1249198705","0"
"avx512f","VFNMADD132SD X, X, K, X","turbo0","1160329239","0","0"
"avx512f","VFNMADD132SD mem, X, K, X","turbo0","1321041236","0","0"
"avx512f","VFNMADD132SS X, X, K, X","turbo0","1160322833","0","0"
"avx512f","VFNMADD132SS mem, X, K, X","turbo0","1320144961","0","0"
"avx512f","VFNMADD213PD X, X, K, X","turbo0","1222777501","0","0"
"avx512f","VFNMADD213PD Y, Y, K, Y","turbo0","1222649486","0","0"
"avx512f","VFNMADD213PD Z, Z, K, Z","turbo1","4369296","1184868040","0"
"avx512f","VFNMADD213PD mem, X, K, X","turbo0","1319839111","0","0"
"avx512f","VFNMADD213PD mem, Y, K, Y","turbo0","1319709730","0","0"
"avx512f","VFNMADD213PD mem, Z, K, Z","turbo1","4246115","1224384167","0"
"avx512f","VFNMADD213PS X, X, K, X","turbo0","1222833254","0","0"
"avx512f","VFNMADD213PS Y, Y, K, Y","turbo0","1223103193","0","0"
"avx512f","VFNMADD213PS Z, Z, K, Z","turbo2","4175467","52371","1123162854"
"avx512f","VFNMADD213PS mem, X, K, X","turbo0","1320833015","0","0"
"avx512f","VFNMADD213PS mem, Y, K, Y","turbo0","1320296278","0","0"
"avx512f","VFNMADD213PS mem, Z, K, Z","turbo1","4013666","1224190677","0"
"avx512f","VFNMADD213SD X, X, K, X","turbo0","1160764000","0","0"
"avx512f","VFNMADD213SD mem, X, K, X","turbo0","1319616439","0","0"
"avx512f","VFNMADD213SS X, X, K, X","turbo0","1160724117","0","0"
"avx512f","VFNMADD213SS mem, X, K, X","turbo0","1319628097","0","0"
"avx512f","VFNMADD231PD X, X, K, X","turbo0","1222929205","0","0"
"avx512f","VFNMADD231PD Y, Y, K, Y","turbo0","1222563596","0","0"
"avx512f","VFNMADD231PD Z, Z, K, Z","turbo2","4113878","44712","1119797428"
"avx512f","VFNMADD231PD mem, X, K, X","turbo0","1320390327","0","0"
"avx512f","VFNMADD231PD mem, Y, K, Y","turbo0","1320077121","0","0"
"avx512f","VFNMADD231PD mem, Z, K, Z","turbo1","4284362","1223807684","0"
"avx512f","VFNMADD231PS X, X, K, X","turbo0","1222764794","0","0"
"avx512f","VFNMADD231PS Y, Y, K, Y","turbo0","1222650170","0","0"
"avx512f","VFNMADD231PS Z, Z, K, Z","turbo2","4477741","41676","1205830496"
"avx512f","VFNMADD231PS mem, X, K, X","turbo0","1320040202","0","0"
"avx512f","VFNMADD231PS mem, Y, K, Y","turbo0","1320100356","0","0"
"avx512f","VFNMADD231PS mem, Z, K, Z","turbo1","5377656","1224201030","0"
"avx512f","VFNMADD231SD X, X, K, X","turbo0","1160612287","0","0"
"avx512f","VFNMADD231SD mem, X, K, X","turbo0","1320066994","0","0"
"avx512f","VFNMADD231SS X, X, K, X","turbo0","1161569958","0","0"
"avx512f","VFNMADD231SS mem, X, K, X","turbo0","1321877183","0","0"
"avx512f","VFNMSUB132PD X, X, K, X","turbo0","1223029579","0","0"
"avx512f","VFNMSUB132PD Y, Y, K, Y","turbo0","1222892544","0","0"
"avx512f","VFNMSUB132PD Z, Z, K, Z","turbo2","4326583","44896","1119862640"
